E V T
-6.799968E+02 -1.683917E+03 +1.003920E+03
-6.800014E+02 -1.686888E+03 +1.006887E+03
-6.800004E+02 -1.690611E+03 +1.010611E+03
-6.800088E+02 -1.694324E+03 +1.014315E+03
-6.800109E+02 -1.698895E+03 +1.018884E+03
-6.800201E+02 -1.703012E+03 +1.022992E+03
-6.800257E+02 -1.702820E+03 +1.022795E+03
-6.800270E+02 -1.699002E+03 +1.018975E+03
-6.800231E+02 -1.696236E+03 +1.016213E+03
-6.800231E+02 -1.696974E+03 +1.016951E+03
-6.800313E+02 -1.699005E+03 +1.018973E+03
-6.800252E+02 -1.699237E+03 +1.019212E+03
-6.800262E+02 -1.698191E+03 +1.018165E+03
-6.800213E+02 -1.699042E+03 +1.019021E+03
-6.800155E+02 -1.702187E+03 +1.022172E+03
-6.800206E+02 -1.704746E+03 +1.024725E+03
-6.800211E+02 -1.704962E+03 +1.024941E+03
-6.800229E+02 -1.702091E+03 +1.022068E+03
-6.800219E+02 -1.698061E+03 +1.018039E+03
-6.800326E+02 -1.695857E+03 +1.015824E+03
-6.800326E+02 -1.696326E+03 +1.016294E+03
-6.800357E+02 -1.699342E+03 +1.019306E+03
-6.800252E+02 -1.704387E+03 +1.024361E+03
-6.800352E+02 -1.708242E+03 +1.028207E+03
-6.800301E+02 -1.707693E+03 +1.027663E+03
-6.800364E+02 -1.704891E+03 +1.024855E+03
-6.800298E+02 -1.704741E+03 +1.024711E+03
-6.800270E+02 -1.707575E+03 +1.027548E+03
-6.800175E+02 -1.710493E+03 +1.030475E+03
-6.800175E+02 -1.712343E+03 +1.032325E+03
-6.800165E+02 -1.714463E+03 +1.034447E+03
-6.800168E+02 -1.717342E+03 +1.037325E+03
-6.800188E+02 -1.718320E+03 +1.038302E+03
-6.800296E+02 -1.714620E+03 +1.034590E+03
-6.800360E+02 -1.706373E+03 +1.026337E+03
-6.800349E+02 -1.696969E+03 +1.016934E+03
-6.800439E+02 -1.689239E+03 +1.009195E+03
-6.800421E+02 -1.682214E+03 +1.002171E+03
-6.800383E+02 -1.675080E+03 +9.950421E+02
-6.800323E+02 -1.669398E+03 +9.893655E+02
-6.800252E+02 -1.667053E+03 +9.870279E+02
-6.800193E+02 -1.669259E+03 +9.892399E+02
-6.800211E+02 -1.675294E+03 +9.952725E+02
-6.800311E+02 -1.682817E+03 +1.002786E+03
-6.800290E+02 -1.690181E+03 +1.010152E+03
-6.800252E+02 -1.697149E+03 +1.017124E+03
-6.800231E+02 -1.702794E+03 +1.022770E+03
-6.800226E+02 -1.707383E+03 +1.027361E+03
-6.800231E+02 -1.712641E+03 +1.032617E+03
-6.800198E+02 -1.716973E+03 +1.036953E+03
-6.800296E+02 -1.716893E+03 +1.036863E+03
-6.800231E+02 -1.712012E+03 +1.031989E+03
-6.800277E+02 -1.705118E+03 +1.025090E+03
-6.800259E+02 -1.698702E+03 +1.018677E+03
-6.800306E+02 -1.693475E+03 +1.013445E+03
-6.800349E+02 -1.690505E+03 +1.010471E+03
-6.800349E+02 -1.692297E+03 +1.012262E+03
-6.800336E+02 -1.698301E+03 +1.018268E+03
-6.800365E+02 -1.704560E+03 +1.024523E+03
-6.800360E+02 -1.708567E+03 +1.028531E+03
-6.800326E+02 -1.711565E+03 +1.031533E+03
-6.800349E+02 -1.714632E+03 +1.034597E+03
-6.800311E+02 -1.714766E+03 +1.034735E+03
-6.800283E+02 -1.711107E+03 +1.031079E+03
-6.800339E+02 -1.707068E+03 +1.027035E+03
-6.800375E+02 -1.706185E+03 +1.026148E+03
-6.800280E+02 -1.709669E+03 +1.029641E+03
-6.800232E+02 -1.714278E+03 +1.034255E+03
-6.800260E+02 -1.715815E+03 +1.035789E+03
-6.800308E+02 -1.714979E+03 +1.034948E+03
-6.800349E+02 -1.713577E+03 +1.033542E+03
-6.800260E+02 -1.710552E+03 +1.030526E+03
-6.800383E+02 -1.704417E+03 +1.024379E+03
-6.800372E+02 -1.695647E+03 +1.015609E+03
-6.800326E+02 -1.687800E+03 +1.007767E+03
-6.800385E+02 -1.685354E+03 +1.005316E+03
-6.800352E+02 -1.689280E+03 +1.009245E+03
-6.800349E+02 -1.694658E+03 +1.014623E+03
-6.800329E+02 -1.695149E+03 +1.015116E+03
-6.800449E+02 -1.689310E+03 +1.009265E+03
-6.800488E+02 -1.678828E+03 +9.987788E+02
-6.800462E+02 -1.667319E+03 +9.872728E+02
-6.800474E+02 -1.660315E+03 +9.802678E+02
-6.800362E+02 -1.659278E+03 +9.792422E+02
-6.800434E+02 -1.658216E+03 +9.781729E+02
-6.800354E+02 -1.655731E+03 +9.756959E+02
-6.800387E+02 -1.659369E+03 +9.793300E+02
-6.800349E+02 -1.674035E+03 +9.940001E+02
-6.800350E+02 -1.693811E+03 +1.013776E+03
-6.800416E+02 -1.707160E+03 +1.027118E+03
-6.800393E+02 -1.709304E+03 +1.029265E+03
-6.800372E+02 -1.704184E+03 +1.024147E+03
-6.800403E+02 -1.698392E+03 +1.018352E+03
-6.800405E+02 -1.694827E+03 +1.014786E+03
-6.800357E+02 -1.691092E+03 +1.011056E+03
-6.800326E+02 -1.684823E+03 +1.004790E+03
-6.800306E+02 -1.678787E+03 +9.987563E+02
-6.800357E+02 -1.674412E+03 +9.943765E+02
-6.800454E+02 -1.672083E+03 +9.920372E+02
-6.800492E+02 -1.672971E+03 +9.929219E+02
-6.800472E+02 -1.675272E+03 +9.952244E+02
-6.800490E+02 -1.675876E+03 +9.958273E+02
-6.800485E+02 -1.674398E+03 +9.943497E+02
-6.800439E+02 -1.674052E+03 +9.940083E+02
-6.800415E+02 -1.677274E+03 +9.972329E+02
-6.800295E+02 -1.684831E+03 +1.004801E+03
-6.800295E+02 -1.695880E+03 +1.015851E+03
-6.800301E+02 -1.705786E+03 +1.025756E+03
-6.800278E+02 -1.710535E+03 +1.030507E+03
-6.800293E+02 -1.708813E+03 +1.028784E+03
-6.800357E+02 -1.702291E+03 +1.022256E+03
-6.800367E+02 -1.696150E+03 +1.016113E+03
-6.800318E+02 -1.694488E+03 +1.014457E+03
-6.800375E+02 -1.695945E+03 +1.015907E+03
-6.800380E+02 -1.696869E+03 +1.016830E+03
-6.800416E+02 -1.694905E+03 +1.014864E+03
-6.800503E+02 -1.688850E+03 +1.008799E+03
-6.800544E+02 -1.677442E+03 +9.973878E+02
-6.800492E+02 -1.666598E+03 +9.865484E+02
-6.800430E+02 -1.667327E+03 +9.872838E+02
-6.800393E+02 -1.680162E+03 +1.000122E+03
-6.800335E+02 -1.690456E+03 +1.010422E+03
-6.800278E+02 -1.687817E+03 +1.007789E+03
-6.800336E+02 -1.676497E+03 +9.964632E+02
-6.800339E+02 -1.668770E+03 +9.887365E+02
-6.800347E+02 -1.668364E+03 +9.883296E+02
-6.800265E+02 -1.672706E+03 +9.926800E+02
-6.800385E+02 -1.681526E+03 +1.001487E+03
-6.800370E+02 -1.695328E+03 +1.015291E+03
-6.800449E+02 -1.710803E+03 +1.030758E+03
-6.800398E+02 -1.722832E+03 +1.042792E+03
-6.800388E+02 -1.728046E+03 +1.048007E+03
-6.800480E+02 -1.726354E+03 +1.046306E+03
-6.800508E+02 -1.718335E+03 +1.038284E+03
-6.800459E+02 -1.707692E+03 +1.027646E+03
-6.800487E+02 -1.703735E+03 +1.023686E+03
-6.800547E+02 -1.707636E+03 +1.027581E+03
-6.800570E+02 -1.710167E+03 +1.030110E+03
-6.800503E+02 -1.707162E+03 +1.027112E+03
-6.800418E+02 -1.702618E+03 +1.022577E+03
-6.800351E+02 -1.701305E+03 +1.021270E+03
-6.800385E+02 -1.704538E+03 +1.024499E+03
-6.800395E+02 -1.713118E+03 +1.033078E+03
-6.800367E+02 -1.726488E+03 +1.046451E+03
-6.800349E+02 -1.741628E+03 +1.061593E+03
-6.800335E+02 -1.752174E+03 +1.072140E+03
-6.800337E+02 -1.751058E+03 +1.071024E+03
-6.800388E+02 -1.737359E+03 +1.057320E+03
-6.800311E+02 -1.716853E+03 +1.036822E+03
-6.800372E+02 -1.696626E+03 +1.016589E+03
-6.800298E+02 -1.681470E+03 +1.001440E+03
-6.800295E+02 -1.672652E+03 +9.926222E+02
-6.800316E+02 -1.667763E+03 +9.877316E+02
-6.800277E+02 -1.665336E+03 +9.853078E+02
-6.800277E+02 -1.667838E+03 +9.878099E+02
-6.800306E+02 -1.675930E+03 +9.958994E+02
-6.800416E+02 -1.682567E+03 +1.002526E+03
-6.800316E+02 -1.682868E+03 +1.002836E+03
-6.800241E+02 -1.681860E+03 +1.001836E+03
-6.800188E+02 -1.685304E+03 +1.005286E+03
-6.800260E+02 -1.692196E+03 +1.012170E+03
-6.800224E+02 -1.698863E+03 +1.018841E+03
-6.800160E+02 -1.703584E+03 +1.023568E+03
-6.800083E+02 -1.703940E+03 +1.023932E+03
-6.800096E+02 -1.697317E+03 +1.017308E+03
-6.800085E+02 -1.686218E+03 +1.006209E+03
-6.800162E+02 -1.677491E+03 +9.974751E+02
-6.800152E+02 -1.675732E+03 +9.957167E+02
-6.800045E+02 -1.677440E+03 +9.974353E+02
-6.800019E+02 -1.678158E+03 +9.981564E+02
-6.799945E+02 -1.678858E+03 +9.988631E+02
-6.800029E+02 -1.681277E+03 +1.001275E+03
-6.800011E+02 -1.684109E+03 +1.004108E+03
-6.799935E+02 -1.685987E+03 +1.005994E+03
-6.799953E+02 -1.686554E+03 +1.006559E+03
-6.799889E+02 -1.685088E+03 +1.005099E+03
-6.800014E+02 -1.682259E+03 +1.002257E+03
-6.800014E+02 -1.681326E+03 +1.001325E+03
-6.799957E+02 -1.685502E+03 +1.005506E+03
-6.800024E+02 -1.692383E+03 +1.012380E+03
-6.800081E+02 -1.696222E+03 +1.016214E+03
-6.800158E+02 -1.694379E+03 +1.014363E+03
-6.800347E+02 -1.688549E+03 +1.008515E+03
-6.800400E+02 -1.682210E+03 +1.002170E+03
-6.800290E+02 -1.678466E+03 +9.984370E+02
-6.800298E+02 -1.677235E+03 +9.972051E+02
-6.800364E+02 -1.677419E+03 +9.973827E+02
-6.800295E+02 -1.679035E+03 +9.990059E+02
-6.800367E+02 -1.680425E+03 +1.000388E+03
-6.800352E+02 -1.679580E+03 +9.995449E+02
-6.800262E+02 -1.677014E+03 +9.969876E+02
-6.800244E+02 -1.675241E+03 +9.952162E+02
-6.800203E+02 -1.675598E+03 +9.955773E+02
-6.800255E+02 -1.677534E+03 +9.975082E+02
-6.800170E+02 -1.678172E+03 +9.981552E+02
-6.800122E+02 -1.674439E+03 +9.944272E+02
-6.800093E+02 -1.667518E+03 +9.875085E+02
-6.800021E+02 -1.661820E+03 +9.818181E+02
-6.800085E+02 -1.660055E+03 +9.800462E+02
-6.800147E+02 -1.662909E+03 +9.828943E+02
-6.800065E+02 -1.669983E+03 +9.899762E+02
-6.800140E+02 -1.676706E+03 +9.966922E+02
-6.800075E+02 -1.678728E+03 +9.987203E+02
-6.800062E+02 -1.678026E+03 +9.980196E+02
-6.800060E+02 -1.678209E+03 +9.982035E+02
-6.800093E+02 -1.680268E+03 +1.000259E+03
-6.800093E+02 -1.684584E+03 +1.004575E+03
-6.800070E+02 -1.690562E+03 +1.010555E+03
-6.800209E+02 -1.695211E+03 +1.015190E+03
-6.800178E+02 -1.696476E+03 +1.016459E+03
-6.800219E+02 -1.693783E+03 +1.013761E+03
-6.800167E+02 -1.688828E+03 +1.008811E+03
-6.800077E+02 -1.686644E+03 +1.006636E+03
-6.800123E+02 -1.693170E+03 +1.013158E+03
-6.800063E+02 -1.708961E+03 +1.028955E+03
-6.800104E+02 -1.724335E+03 +1.044324E+03
-6.800176E+02 -1.731392E+03 +1.051374E+03
-6.800199E+02 -1.726926E+03 +1.046907E+03
-6.800063E+02 -1.712280E+03 +1.032274E+03
-6.800185E+02 -1.696395E+03 +1.016377E+03
-6.800228E+02 -1.689304E+03 +1.009281E+03
-6.800298E+02 -1.691859E+03 +1.011829E+03
-6.800301E+02 -1.698821E+03 +1.018791E+03
-6.800311E+02 -1.704077E+03 +1.024046E+03
-6.800188E+02 -1.703377E+03 +1.023358E+03
-6.800249E+02 -1.700093E+03 +1.020068E+03
-6.800280E+02 -1.699523E+03 +1.019495E+03
-6.800267E+02 -1.700245E+03 +1.020218E+03
-6.800357E+02 -1.698525E+03 +1.018490E+03
-6.800360E+02 -1.693410E+03 +1.013374E+03
-6.800424E+02 -1.687020E+03 +1.006977E+03
-6.800431E+02 -1.680314E+03 +1.000271E+03
-6.800505E+02 -1.674758E+03 +9.947073E+02
-6.800526E+02 -1.676458E+03 +9.964050E+02
-6.800396E+02 -1.682436E+03 +1.002396E+03
-6.800334E+02 -1.684452E+03 +1.004419E+03
-6.800311E+02 -1.679686E+03 +9.996550E+02
-6.800288E+02 -1.670043E+03 +9.900139E+02
-6.800316E+02 -1.660890E+03 +9.808586E+02
-6.800344E+02 -1.657279E+03 +9.772445E+02
-6.800339E+02 -1.661267E+03 +9.812328E+02
-6.800331E+02 -1.672043E+03 +9.920100E+02
-6.800329E+02 -1.685393E+03 +1.005360E+03
-6.800283E+02 -1.696145E+03 +1.016116E+03
-6.800173E+02 -1.699966E+03 +1.019948E+03
-6.800152E+02 -1.696379E+03 +1.016364E+03
-6.800134E+02 -1.688757E+03 +1.008743E+03
-6.799999E+02 -1.678110E+03 +9.981106E+02
-6.800004E+02 -1.664447E+03 +9.844468E+02
-6.799996E+02 -1.653441E+03 +9.734412E+02
-6.799940E+02 -1.649643E+03 +9.696490E+02
-6.799958E+02 -1.650295E+03 +9.702990E+02
-6.799999E+02 -1.652110E+03 +9.721106E+02
-6.799955E+02 -1.655827E+03 +9.758312E+02
-6.799953E+02 -1.661724E+03 +9.817286E+02
-6.799960E+02 -1.668675E+03 +9.886791E+02
-6.800091E+02 -1.677815E+03 +9.978063E+02
-6.800104E+02 -1.685777E+03 +1.005767E+03
-6.800196E+02 -1.687756E+03 +1.007736E+03
-6.800247E+02 -1.685680E+03 +1.005656E+03
-6.800295E+02 -1.684336E+03 +1.004307E+03
-6.800306E+02 -1.686221E+03 +1.006191E+03
-6.800272E+02 -1.690469E+03 +1.010441E+03
-6.800272E+02 -1.695008E+03 +1.014981E+03
-6.800213E+02 -1.698984E+03 +1.018962E+03
-6.800193E+02 -1.702642E+03 +1.022623E+03
-6.800173E+02 -1.703994E+03 +1.023976E+03
-6.800140E+02 -1.698149E+03 +1.018135E+03
-6.800109E+02 -1.682678E+03 +1.002667E+03
-6.800132E+02 -1.662361E+03 +9.823477E+02
-6.800144E+02 -1.646653E+03 +9.666385E+02
-6.800083E+02 -1.641581E+03 +9.615725E+02
-6.800055E+02 -1.645844E+03 +9.658387E+02
-6.800101E+02 -1.655634E+03 +9.756239E+02
-6.800201E+02 -1.667059E+03 +9.870391E+02
-6.800216E+02 -1.676655E+03 +9.966329E+02
-6.800206E+02 -1.682438E+03 +1.002417E+03
-6.800129E+02 -1.685088E+03 +1.005075E+03
-6.800147E+02 -1.687171E+03 +1.007156E+03
-6.800029E+02 -1.689846E+03 +1.009843E+03
-6.800147E+02 -1.690778E+03 +1.010763E+03
-6.800222E+02 -1.685796E+03 +1.005774E+03
-6.800193E+02 -1.676032E+03 +9.960132E+02
-6.800254E+02 -1.668396E+03 +9.883707E+02
-6.800267E+02 -1.665695E+03 +9.856683E+02
-6.800218E+02 -1.666848E+03 +9.868264E+02
-6.800132E+02 -1.671336E+03 +9.913227E+02
-6.800185E+02 -1.676626E+03 +9.966071E+02
-6.800111E+02 -1.678981E+03 +9.989701E+02
-6.800093E+02 -1.678454E+03 +9.984444E+02
-6.800134E+02 -1.677492E+03 +9.974782E+02
-6.800137E+02 -1.676470E+03 +9.964561E+02
-6.800026E+02 -1.675217E+03 +9.952141E+02
-6.800039E+02 -1.676776E+03 +9.967723E+02
-6.800034E+02 -1.684087E+03 +1.004084E+03
-6.799991E+02 -1.693500E+03 +1.013500E+03
-6.800081E+02 -1.697776E+03 +1.017768E+03
-6.800093E+02 -1.694446E+03 +1.014437E+03
-6.800091E+02 -1.686634E+03 +1.006625E+03
-6.800116E+02 -1.679938E+03 +9.999263E+02
-6.800086E+02 -1.676877E+03 +9.968680E+02
-6.800119E+02 -1.674254E+03 +9.942421E+02
-6.800114E+02 -1.672185E+03 +9.921741E+02
-6.800136E+02 -1.673936E+03 +9.939225E+02
-6.800085E+02 -1.681987E+03 +1.001979E+03
-6.799996E+02 -1.692922E+03 +1.012923E+03
-6.800037E+02 -1.699570E+03 +1.019566E+03
-6.799991E+02 -1.698806E+03 +1.018807E+03
-6.800039E+02 -1.694158E+03 +1.014154E+03
-6.800055E+02 -1.690134E+03 +1.010128E+03
-6.800165E+02 -1.687678E+03 +1.007661E+03
-6.800080E+02 -1.686684E+03 +1.006676E+03
-6.800040E+02 -1.684732E+03 +1.004728E+03
-6.800065E+02 -1.681046E+03 +1.001040E+03
-6.800034E+02 -1.680213E+03 +1.000210E+03
-6.799906E+02 -1.683386E+03 +1.003395E+03
-6.799955E+02 -1.685347E+03 +1.005352E+03
-6.800050E+02 -1.681693E+03 +1.001688E+03
-6.800029E+02 -1.672305E+03 +9.923018E+02
-6.800029E+02 -1.661102E+03 +9.810988E+02
-6.800059E+02 -1.653166E+03 +9.731602E+02
-6.800052E+02 -1.652123E+03 +9.721178E+02
-6.800070E+02 -1.658287E+03 +9.782803E+02
-6.799970E+02 -1.667815E+03 +9.878184E+02
-6.800124E+02 -1.676875E+03 +9.968628E+02
-6.800111E+02 -1.682748E+03 +1.002737E+03
-6.800086E+02 -1.686260E+03 +1.006251E+03
-6.800142E+02 -1.688483E+03 +1.008468E+03
-6.800106E+02 -1.690208E+03 +1.010198E+03
-6.800031E+02 -1.695877E+03 +1.015873E+03
-6.799978E+02 -1.707396E+03 +1.027398E+03
-6.799986E+02 -1.716610E+03 +1.036611E+03
-6.800012E+02 -1.714527E+03 +1.034525E+03
-6.799906E+02 -1.703231E+03 +1.023241E+03
-6.799881E+02 -1.693448E+03 +1.013460E+03
-6.799881E+02 -1.685816E+03 +1.005828E+03
-6.799881E+02 -1.678251E+03 +9.982628E+02
-6.799845E+02 -1.672441E+03 +9.924565E+02
-6.799870E+02 -1.670678E+03 +9.906911E+02
-6.799809E+02 -1.673433E+03 +9.934521E+02
-6.799878E+02 -1.677937E+03 +9.979488E+02
-6.799883E+02 -1.681438E+03 +1.001450E+03
-6.799962E+02 -1.685884E+03 +1.005888E+03
-6.799922E+02 -1.692240E+03 +1.012248E+03
-6.799986E+02 -1.696953E+03 +1.016954E+03
-6.799994E+02 -1.696490E+03 +1.016491E+03
-6.800001E+02 -1.691974E+03 +1.011974E+03
-6.799980E+02 -1.688733E+03 +1.008735E+03
-6.799988E+02 -1.689260E+03 +1.009261E+03
-6.799998E+02 -1.691228E+03 +1.011228E+03
-6.799996E+02 -1.692436E+03 +1.012436E+03
-6.799906E+02 -1.694244E+03 +1.014253E+03
-6.800011E+02 -1.697903E+03 +1.017902E+03
-6.799976E+02 -1.700375E+03 +1.020378E+03
-6.799968E+02 -1.698704E+03 +1.018707E+03
-6.799842E+02 -1.693050E+03 +1.013066E+03
-6.799796E+02 -1.685115E+03 +1.005136E+03
-6.799827E+02 -1.676636E+03 +9.966537E+02
-6.799821E+02 -1.669855E+03 +9.898730E+02
-6.799873E+02 -1.667262E+03 +9.872750E+02
-6.799842E+02 -1.669452E+03 +9.894673E+02
-6.799804E+02 -1.673362E+03 +9.933816E+02
-6.799840E+02 -1.674061E+03 +9.940766E+02
-6.799855E+02 -1.669173E+03 +9.891874E+02
-6.799811E+02 -1.661773E+03 +9.817921E+02
-6.799883E+02 -1.657719E+03 +9.777308E+02
-6.799840E+02 -1.659000E+03 +9.790157E+02
-6.799806E+02 -1.664533E+03 +9.845523E+02
-6.799778E+02 -1.673907E+03 +9.939287E+02
-6.799873E+02 -1.683451E+03 +1.003463E+03
-6.799902E+02 -1.689329E+03 +1.009339E+03
-6.799932E+02 -1.689661E+03 +1.009668E+03
-6.799917E+02 -1.685197E+03 +1.005206E+03
-6.799937E+02 -1.677870E+03 +9.978762E+02
-6.799868E+02 -1.669532E+03 +9.895454E+02
-6.799891E+02 -1.660126E+03 +9.801369E+02
-6.799947E+02 -1.647253E+03 +9.672585E+02
-6.799983E+02 -1.633849E+03 +9.538508E+02
-6.799927E+02 -1.627245E+03 +9.472526E+02
-6.799912E+02 -1.628286E+03 +9.482947E+02
-6.799832E+02 -1.632397E+03 +9.524134E+02
-6.799832E+02 -1.638620E+03 +9.586372E+02
-6.799843E+02 -1.645720E+03 +9.657354E+02
-6.799789E+02 -1.649809E+03 +9.698306E+02
-6.799768E+02 -1.650144E+03 +9.701668E+02
-6.799717E+02 -1.650147E+03 +9.701753E+02
-6.799735E+02 -1.654682E+03 +9.747086E+02
-6.799809E+02 -1.664297E+03 +9.843160E+02
-6.799789E+02 -1.675272E+03 +9.952927E+02
-6.799881E+02 -1.686418E+03 +1.006430E+03
-6.799817E+02 -1.694236E+03 +1.014254E+03
-6.799779E+02 -1.694073E+03 +1.014095E+03
-6.799860E+02 -1.687141E+03 +1.007155E+03
-6.799906E+02 -1.678195E+03 +9.982042E+02
-6.799940E+02 -1.670211E+03 +9.902166E+02
-6.799922E+02 -1.663714E+03 +9.837217E+02
-6.799968E+02 -1.659899E+03 +9.799022E+02
-6.799906E+02 -1.660589E+03 +9.805988E+02
-6.799901E+02 -1.665831E+03 +9.858413E+02
-6.799840E+02 -1.672021E+03 +9.920367E+02
-6.799789E+02 -1.673462E+03 +9.934833E+02
-6.799830E+02 -1.666937E+03 +9.869536E+02
-6.799860E+02 -1.657085E+03 +9.770991E+02
-6.799832E+02 -1.651977E+03 +9.719935E+02
-6.799837E+02 -1.653041E+03 +9.730577E+02
-6.799804E+02 -1.657420E+03 +9.774399E+02
-6.799763E+02 -1.662146E+03 +9.821697E+02
-6.799768E+02 -1.666762E+03 +9.867856E+02
-6.799712E+02 -1.673368E+03 +9.933966E+02
-6.799635E+02 -1.682914E+03 +1.002951E+03
-6.799717E+02 -1.693336E+03 +1.013364E+03
-6.799674E+02 -1.701300E+03 +1.021332E+03
-6.799671E+02 -1.703964E+03 +1.023997E+03
-6.799697E+02 -1.700410E+03 +1.020440E+03
-6.799768E+02 -1.692436E+03 +1.012459E+03
-6.799740E+02 -1.683956E+03 +1.003982E+03
-6.799760E+02 -1.678283E+03 +9.983074E+02
-6.799878E+02 -1.676466E+03 +9.964781E+02
-6.799902E+02 -1.676744E+03 +9.967540E+02
-6.799866E+02 -1.675657E+03 +9.956706E+02
-6.799742E+02 -1.674008E+03 +9.940337E+02
-6.799719E+02 -1.675166E+03 +9.951939E+02
-6.799617E+02 -1.679618E+03 +9.996561E+02
-6.799740E+02 -1.685999E+03 +1.006025E+03
-6.799735E+02 -1.691839E+03 +1.011865E+03
-6.799771E+02 -1.694912E+03 +1.014935E+03
-6.799774E+02 -1.692641E+03 +1.012663E+03
-6.799820E+02 -1.683909E+03 +1.003927E+03
-6.799757E+02 -1.674126E+03 +9.941506E+02
-6.799744E+02 -1.673445E+03 +9.934710E+02
-6.799835E+02 -1.684895E+03 +1.004912E+03
-6.799956E+02 -1.699251E+03 +1.019255E+03
-6.799935E+02 -1.705898E+03 +1.025904E+03
-6.799812E+02 -1.702562E+03 +1.022581E+03
-6.799788E+02 -1.696548E+03 +1.016569E+03
-6.799786E+02 -1.695103E+03 +1.015124E+03
-6.799814E+02 -1.699300E+03 +1.019319E+03
-6.799814E+02 -1.705093E+03 +1.025111E+03
-6.799889E+02 -1.708252E+03 +1.028263E+03
-6.799871E+02 -1.708083E+03 +1.028096E+03
-6.799899E+02 -1.705002E+03 +1.025012E+03
-6.799860E+02 -1.700134E+03 +1.020148E+03
-6.799983E+02 -1.697779E+03 +1.017781E+03
-6.799947E+02 -1.700338E+03 +1.020343E+03
-6.799917E+02 -1.702995E+03 +1.023004E+03
-6.799904E+02 -1.701018E+03 +1.021028E+03
-6.799842E+02 -1.695052E+03 +1.015067E+03
-6.799783E+02 -1.688310E+03 +1.008332E+03
-6.799752E+02 -1.684040E+03 +1.004065E+03
-6.799868E+02 -1.684497E+03 +1.004510E+03
-6.799768E+02 -1.688321E+03 +1.008344E+03
-6.799756E+02 -1.691107E+03 +1.011131E+03
-6.799676E+02 -1.690134E+03 +1.010166E+03
-6.799676E+02 -1.688799E+03 +1.008832E+03
-6.799679E+02 -1.690586E+03 +1.010618E+03
-6.799714E+02 -1.693567E+03 +1.013596E+03
-6.799635E+02 -1.696306E+03 +1.016343E+03
-6.799694E+02 -1.698300E+03 +1.018331E+03
-6.799546E+02 -1.698014E+03 +1.018059E+03
-6.799701E+02 -1.695290E+03 +1.015320E+03
-6.799673E+02 -1.692979E+03 +1.013011E+03
-6.799689E+02 -1.693400E+03 +1.013431E+03
-6.799722E+02 -1.694906E+03 +1.014934E+03
-6.799742E+02 -1.695303E+03 +1.015329E+03
-6.799691E+02 -1.694766E+03 +1.014797E+03
-6.799760E+02 -1.693636E+03 +1.013660E+03
-6.799750E+02 -1.691344E+03 +1.011369E+03
-6.799796E+02 -1.688245E+03 +1.008265E+03
-6.799852E+02 -1.685928E+03 +1.005943E+03
-6.799840E+02 -1.685580E+03 +1.005596E+03
-6.799799E+02 -1.687119E+03 +1.007140E+03
-6.799822E+02 -1.688474E+03 +1.008491E+03
-6.799784E+02 -1.686521E+03 +1.006542E+03
-6.799784E+02 -1.679901E+03 +9.999228E+02
-6.799917E+02 -1.669792E+03 +9.897999E+02
-6.799847E+02 -1.659204E+03 +9.792189E+02
-6.799796E+02 -1.653677E+03 +9.736976E+02
-6.799845E+02 -1.653919E+03 +9.739342E+02
-6.799819E+02 -1.655676E+03 +9.756941E+02
-6.799871E+02 -1.657869E+03 +9.778816E+02
-6.799853E+02 -1.660548E+03 +9.805626E+02
-6.799924E+02 -1.663069E+03 +9.830770E+02
-6.799922E+02 -1.664887E+03 +9.848951E+02
-6.799932E+02 -1.666588E+03 +9.865946E+02
-6.799950E+02 -1.669501E+03 +9.895065E+02
-6.799945E+02 -1.675530E+03 +9.955360E+02
-6.799873E+02 -1.683999E+03 +1.004012E+03
-6.799845E+02 -1.690707E+03 +1.010723E+03
-6.799861E+02 -1.691641E+03 +1.011655E+03
-6.799784E+02 -1.686548E+03 +1.006570E+03
-6.799886E+02 -1.679590E+03 +9.996019E+02
-6.799899E+02 -1.674472E+03 +9.944823E+02
-6.799817E+02 -1.670378E+03 +9.903967E+02
-6.799850E+02 -1.665864E+03 +9.858792E+02
-6.799735E+02 -1.662244E+03 +9.822701E+02
-6.799755E+02 -1.660967E+03 +9.809917E+02
-6.799789E+02 -1.661284E+03 +9.813050E+02
-6.799807E+02 -1.661299E+03 +9.813180E+02
-6.799807E+02 -1.659249E+03 +9.792682E+02
-6.799829E+02 -1.656950E+03 +9.769675E+02
-6.799858E+02 -1.658238E+03 +9.782517E+02
-6.799832E+02 -1.662865E+03 +9.828819E+02
-6.799843E+02 -1.666587E+03 +9.866026E+02
-6.799881E+02 -1.665083E+03 +9.850944E+02
-6.799917E+02 -1.658833E+03 +9.788416E+02
-6.799886E+02 -1.652532E+03 +9.725432E+02
-6.799817E+02 -1.649986E+03 +9.700047E+02
-6.799755E+02 -1.651193E+03 +9.712172E+02
-6.799671E+02 -1.655152E+03 +9.751845E+02
-6.799636E+02 -1.659254E+03 +9.792904E+02
-6.799702E+02 -1.657697E+03 +9.777263E+02
-6.799719E+02 -1.652031E+03 +9.720589E+02
-6.799655E+02 -1.650735E+03 +9.707696E+02
-6.799704E+02 -1.655252E+03 +9.752820E+02
-6.799766E+02 -1.659118E+03 +9.791418E+02
-6.799758E+02 -1.658915E+03 +9.789388E+02
-6.799804E+02 -1.656862E+03 +9.768817E+02
-6.799794E+02 -1.655668E+03 +9.756886E+02
